wall up,wall right,wall down,wall left,apple up,apple right,apple down,apple left,distance x,distance y,direction
220,96,180,704,0,0,0,0,48,-20,0.0
216,96,184,704,0,0,0,0,48,-16,0.0
212,96,188,704,0,0,0,0,48,-12,0.0
208,96,192,704,0,0,0,0,48,-8,0.0
204,96,196,704,0,0,0,0,48,-4,0.0
200,96,200,704,0,0,0,1,48,0,0.0
200,100,200,700,0,0,0,1,44,0,3.0
200,104,200,696,0,0,0,1,40,0,3.0
200,108,200,692,0,0,0,1,36,0,3.0
200,112,200,688,0,0,0,1,32,0,3.0
200,116,200,684,0,0,0,1,28,0,3.0
200,120,200,680,0,0,0,1,24,0,3.0
200,124,200,676,0,0,0,1,20,0,3.0
200,128,200,672,0,0,0,1,16,0,3.0
200,132,200,668,0,0,0,0,452,-160,3.0
196,132,204,668,0,0,0,0,452,-156,0.0
192,132,208,668,0,0,0,0,452,-152,0.0
188,132,212,668,0,0,0,0,452,-148,0.0
184,132,216,668,0,0,0,0,452,-144,0.0
180,132,220,668,0,0,0,0,452,-140,0.0
176,132,224,668,0,0,0,0,452,-136,0.0
172,132,228,668,0,0,0,0,452,-132,0.0
168,132,232,668,0,0,0,0,452,-128,0.0
164,132,236,668,0,0,0,0,452,-124,0.0
160,132,240,668,0,0,0,0,452,-120,0.0
156,132,244,668,0,0,0,0,452,-116,0.0
152,132,248,668,0,0,0,0,452,-112,0.0
148,132,252,668,0,0,0,0,452,-108,0.0
144,132,256,668,0,0,0,0,452,-104,0.0
140,132,260,668,0,0,0,0,452,-100,0.0
136,132,264,668,0,0,0,0,452,-96,0.0
132,132,268,668,0,0,0,0,452,-92,0.0
128,132,272,668,0,0,0,0,452,-88,0.0
124,132,276,668,0,0,0,0,452,-84,0.0
120,132,280,668,0,0,0,0,452,-80,0.0
116,132,284,668,0,0,0,0,452,-76,0.0
112,132,288,668,0,0,0,0,452,-72,0.0
108,132,292,668,0,0,0,0,452,-68,0.0
104,132,296,668,0,0,0,0,452,-64,0.0
100,132,300,668,0,0,0,0,452,-60,0.0
96,132,304,668,0,0,0,0,452,-56,0.0
92,132,308,668,0,0,0,0,452,-52,0.0
88,132,312,668,0,0,0,0,452,-48,0.0
